id,name,role
1006049,Lulu Adams,Amber
1006052,Aleksandra Cwen,Albrun
1006052,Claudia Martini,Mother
1006052,Tanja Petrovsky,Swinda
1006054,Chloë Grace Moretz,Maude Garrett
1006054,Nick Robinson,Stu Beckell
1006054,Beulah Koale,Anton Williams
1006061,Kyle Gallner,Benson
1006061,Johnny Berchtold,Randolph Bradley
1006061,Liza Weil,Miss Beard
1006066,YaYa Gosselin,Missy Moreno
1006066,Lyon Daniels,Noodles
1006066,Andy Walken,Wheels
1006078,Milo Manheim,Zed
1006078,Meg Donnelly,Addison
1006078,Trevor Tordjman,Bucky
1006087,Andra Day,Billie Holiday
1006087,Trevante Rhodes,Jimmy Fletcher
1006087,Garrett Hedlund,Harry Anslinger
1006090,Will Forte,Doug Kenney
1006090,Domhnall Gleeson,Henry Beard
1006090,Martin Mull,Modern Doug
1006094,Joey Lauren Adams,Alyssa Jones
1006094,Ben Affleck,Holden McNeil
1006094,Fred Armisen,Merkin
1006098,Olly Alexander,Ritchie Tozer
1006098,Omari Douglas,Roscoe Babatunde
1006098,Callum Scott Howells,Colin Morris-Jones
1006107,Javon Walton,Sam Cleary
1006107,Sylvester Stallone,Joe Smith
1006107,Dascha Polanco,Tiffany Cleary
1006108,Kate Beckinsale,Lady Susan Vernon
1006108,Xavier Samuel,Reginald DeCourcy
1006108,Morfydd Clark,Frederica Vernon
1006110,Ayushmann Khurrana,Akash
1006110,Radhika Apte,Sophie
1006110,Tabu,Simi Sinha
1006117,Gerard Butler,Bob Viddick
1006117,Frank Grillo,Teddy Murretto
1006117,Alexis Louder,Valerie Young
1006121,George MacKay,Ned Kelly
1006121,Nicholas Hoult,Sgt. Fitzpatrick
1006121,Essie Davis,Ellen Kelly
1006125,Atsumi Tanezaki,Mizore Yoroizuka (voice)
1006125,Nao Toyama,Nozomi Kasaki (voice)
1006125,Ayaka Asai,Hazuki Katou (voice)
1006128,Gabriel Byrne,Gene Reed
1006128,Isabelle Huppert,Isabelle Reed
1006128,Jesse Eisenberg,Jonah Reed
1006131,Alessia Zecchini,Self
1006131,Stephen Keenan,Self
1006131,David Attenborough,Self (archive footage)
1006132,Ruth Bader Ginsburg,Self
1006132,Jane C. Ginsburg,Self
1006132,James Steven Ginsburg,Self
1006136,Conor Sherry,A.J.
1006136,Gabriel LaBelle,Moose
1006136,Mika Abdalla,Brooke
1006140,Emma Watson,Lena
1006140,Daniel Brühl,Daniel
1006140,Michael Nyqvist,Paul Schäfer
1006144,Bruce Willis,Paul Kersey
1006144,Vincent D'Onofrio,Frank Kersey
1006144,Dean Norris,Detective Rains
1006150,Jennifer Lopez,Atlas Shepherd
1006150,Simu Liu,Harlan Shepherd
1006150,Sterling K. Brown,Colonel Elias Banks
1006164,Jonas Strand Gravli,Viljar Hanssen
1006164,Anders Danielsen Lie,Anders Behring Breivik
1006164,Jon Øigarden,Geir Lippestad
1006167,Sheri Moon Zombie,Charly
1006167,Richard Brake,Doom-Head
1006167,Meg Foster,Venus Virgo
1006168,Johnny Depp,Charlie Mortdecai
1006168,Gwyneth Paltrow,Johanna Mortdecai
1006168,Ewan McGregor,Inspector Alistair Martland
1006172,Jennifer Hudson,Aretha Franklin
1006172,Forest Whitaker,C. L. Franklin
1006172,Marlon Wayans,Ted White
1006182,Jon Hamm,Tim Jones
1006182,Isla Fisher,Karen Gaffney
1006182,Zach Galifianakis,Jeff Gaffney
1006186,Justin Fletcher,Shaun / Timmy (voice)
1006186,John Sparkes,The Farmer / Bitzer (voice)
1006186,Amalia Vitale,Lu-La/ Me-Ma (voice)
1006189,Heather Graham,Dr. Elizabeth Derby
1006189,Judah Lewis,Asa Waite
1006189,Bruce Davison,Ephraim Waite
1006192,Bastien Bouillon,Yohan Vivès
1006192,Bouli Lanners,Marceau
1006192,Anouk Grinberg,La juge d'instruction
1006194,Vin Diesel,Kaulder
1006194,Rose Leslie,Chloe
1006194,Elijah Wood,Dolan 37th
1006196,Donald Cline,Self - Fertility Doctor
1006196,Jacoba Ballard,Self
1006196,Angela Ganote,Self
1006202,Amy Poehler,Kate Johansen
1006202,Will Ferrell,Scott Johansen/The Butcher
1006202,Jason Mantzoukas,Frank
1006205,Taito Ban,Xiao Ming (voice)
1006205,Mariya Ise,Young Xiao Ming (voice)
1006205,Minako Kotobuki,Yi Lin (voice)
1006206,Salma Hayek Pinault,Queen of Longtrellis
1006206,Vincent Cassel,King of Strongcliff
1006206,Toby Jones,King of Highhills
1006214,Daniel Elías,Morán
1006214,Esteban Bigliardi,Román
1006214,Margarita Molfino,Norma
1006220,Daniel Radcliffe,Tim Jenkin
1006220,Daniel Webber,Stephen Lee
1006220,Ian Hart,Denis Goldberg
1006226,Diane Keaton,Diane
1006226,Jane Fonda,Vivian
1006226,Candice Bergen,Sharon
1006227,Melissa McCarthy,Deanna Miles
1006227,Molly Gordon,Maddie Miles
1006227,Gillian Jacobs,Helen
1006228,Chutimon Chuengcharoensukying,Jean
1006228,Sunny Suwanmethanon,Aim
1006228,Apasiri Nitibhon,Mother
1006229,Ellie Kemper,Pam McKenzie
1006229,Rob Delaney,Jeff McKenzie
1006229,Archie Yates,Max Mercer
1006230,Bryan Cranston,Jerry Selbee
1006230,Annette Bening,Marge Selbee
1006230,Rainn Wilson,Bill
1006231,Cara Pifko,Laura
1006231,Olivia Taylor Dudley,Skyler
1006231,Brit Shaw,Emily
1006235,Taron Egerton,James 'Jimmy' Keene
1006235,Paul Walter Hauser,Larry Hall
1006235,Sepideh Moafi,Lauren McCauley
1006237,Jin Ki-joo,Kyung-mi
1006237,Wi Ha-jun,Do-sik
1006237,Park Hoon,Jong-tak
1006242,David Earl,Brian
1006242,Chris Hayward,Charles
1006242,Louise Brealey,Hazel
1006244,Fabianne Therese,Sadie
1006244,Larry Fessenden,The D.J.
1006244,Kate Beahan,Cait
1006248,Tyler Posey,Scott McCall
1006248,Crystal Reed,Allison Argent
1006248,Holland Roden,Lydia Martin
1006249,Jamie Dornan,Jan Kubiš
1006249,Cillian Murphy,Josef Gabčík
1006249,Charlotte Le Bon,Marie Kovárníková
1006251,Steve Coogan,"Stanley ""Stan"" Laurel"
1006251,John C. Reilly,"Oliver ""Ollie"" Hardy"
1006251,Shirley Henderson,Lucille Hardy
1006252,Kelvin Harrison Jr.,Luce Edgar
1006252,Naomi Watts,Amy Edgar
1006252,Octavia Spencer,Harriet Wilson
1006253,Kim Jisoo,Self
1006253,Jennie Kim,Self
1006253,Rosé,Self
1006257,Jude Law,Lenny Belardo / Pope Pius XIII
1006257,Diane Keaton,Sister Mary
1006257,Silvio Orlando,Cardinal Voiello
1006260,Anderson Cooper,Self (archive footage)
1006260,Donald Trump,Self (archive footage)
1006260,Arline Kercher,Self (archive footage)
1006264,Jack Dylan Grazer,Alberto Scorfano (voice)
1006264,Marco Barricelli,Massimo Marcovaldo (voice)
1006264,Jacob Tremblay,Luca Paguro (voice)
1006266,Eddie Murphy,Chris Carver
1006266,Tracee Ellis Ross,Carol Carver
1006266,Jillian Bell,Pepper
1006268,Jessie Buckley,Moll Huntford
1006268,Johnny Flynn,Pascal Renouf
1006268,Trystan Gravelle,Clifford
1006270,Peter Sarsgaard,Jay Logan
1006270,Mireille Enos,Rebecca Logan
1006270,Joey King,Kayla Logan
1006273,Jason O'Mara,Bruce Wayne / Batman (voice)
1006273,Stuart Allan,Damian Wayne / Robin (voice)
1006273,David McCallum,Alfred Pennyworth (voice)
1006274,Julia Roberts,Holly Burns
1006274,Lucas Hedges,Ben Burns
1006274,Courtney B. Vance,Mr. Beeby
1006276,Jim Cummings,The Knife Salesman
1006276,Jocelin Donahue,Charlotte
1006276,Richard Brake,Beau
1006279,Nia Vardalos,Toula Portokalos-Miller
1006279,John Corbett,Ian Miller
1006279,Elena Kampouris,Paris Miller
1006281,Claire Foy,Lisbeth Salander
1006281,Sverrir Gudnason,Mikael Blomkvist
1006281,LaKeith Stanfield,Edwin Needham
1006299,Helen Mirren,Betty McLeish
1006299,Ian McKellen,Roy Courtnay
1006299,Russell Tovey,Steven
1006300,Elizabeth Olsen,Candy Montgomery
1006300,Jesse Plemons,Allan Gore
1006300,Lily Rabe,Betty Gore
1006304,Kevin Bacon,Theo Conroy
1006304,Amanda Seyfried,Susanna
1006304,Avery Tiiu Essex,Ella
1006314,Melissa McCarthy,Detective Connie Edwards
1006314,Bill Barretta,Phil Philips / Junkyard / Boar
1006314,Leslie David Baker,Lt. Banning
1006318,Julianne Moore,Gloria Bell
1006318,John Turturro,Arnold
1006318,Michael Cera,Peter
1006321,Lucy Hale,Nicole Matthews
1006321,Grant Gustin,Max Stevenson
1006321,Jane Seymour,Diane Matthews
1006322,Zac Efron,Cole
1006322,Wes Bentley,James
1006322,Emily Ratajkowski,Sophie
1006326,Cristina Rodlo,Ambar
1006326,Marc Menchaca,Red
1006326,David Figlioli,Becker
1006333,Naomi Watts,Nora Brannock
1006333,Bobby Cannavale,Dean Brannock
1006333,Isabel Gravitt,Ellie Brannock
1006334,Jason Clarke,Dr. Eric Price
1006334,Helen Mirren,Sarah Winchester
1006334,Sarah Snook,Marian Marriott
1006344,Alia Bhatt,Gangubai Kathiawadi
1006344,Ajay Devgan,Rahim Lala
1006344,Shantanu Maheshwari,Afshan Badr-Razzaq
1006354,Michael Shannon,Martin Kurtz
1006354,Alexander Skarsgård,Gadi Becker
1006354,Florence Pugh,Charmian 'Charlie' Ross
1006355,Munro Chambers,The Kid
1006355,Laurence Leboeuf,Apple
1006355,Michael Ironside,Zeus
1006362,Ranbir Kapoor,Ranvijay Balbir Singh
1006362,Rashmika Mandanna,Geetanjali Singh
1006362,Anil Kapoor,Balbir Singh
1006365,Jessica Chastain,Antonina Żabińska
1006365,Daniel Brühl,Lutz Heck
1006365,Johan Heldenbergh,Jan Żabiński
1006369,Jason Ian Drucker,Greg Heffley
1006369,Alicia Silverstone,Susan Heffley
1006369,Tom Everett Scott,Frank Heffley
1006371,Zoey Deutch,Peg Dahl
1006371,Judy Greer,Kathy
1006371,Jermaine Fowler,Graham
1006374,MacLeod Andrews,Wyatt
1006374,Evan Dumouchel,Christian
1006374,Margaret Ying Drake,Mara
1006380,Charlie Day,Andy Campbell
1006380,Ice Cube,Ron Strickland
1006380,Tracy Morgan,Coach Freddie Coward
1006383,Mackenzie Davis,Kirsten Raymonde
1006383,Himesh Patel,Jeevan Chaudhary
1006383,Matilda Lawler,Young Kirsten
1006385,Casey Affleck,Chris Allen
1006385,Chiwetel Ejiofor,Michael Atwood
1006385,Anthony Mackie,Marcus Belmont
1006393,Nicholas Crowe,Self - TST Collaborator
1006393,Malcolm Jarry,Self - TST Co-founder
1006393,Lucien Greaves,Self - TST Co-founder
1006394,Jack Lowden,Vaughn
1006394,Martin McCann,Marcus
1006394,Tony Curran,Logan McClay
1006399,Ian McKellen,Sherlock Holmes
1006399,Laura Linney,Mrs. Munro
1006399,Milo Parker,Roger
1006400,Helen Mirren,Colonel Katherine Powell
1006400,Aaron Paul,Steve Watts
1006400,Alan Rickman,Lieutenant General Frank Benson
1006401,Justin Chon,Antonio LeBlanc
1006401,Alicia Vikander,Kathy LeBlanc
1006401,Mark O'Brien,Ace
1006414,Eddie Redmayne,Dug (voice)
1006414,Tom Hiddleston,Lord Nooth (voice)
1006414,Maisie Williams,Goona (voice)
1006415,Tim Blake Nelson,Henry
1006415,Scott Haze,Curry
1006415,Gavin Lewis,Wyatt
1006424,Amir El-Masry,Omar
1006424,Vikash Bhai,Farhad
1006424,Ola Orebiyi,Wasef
1006426,Rose McIver,Amber
1006426,Ben Lamb,Prince Richard
1006426,Alice Krige,Queen Helena
1006427,Teyonah Parris,Lysistrata
1006427,Nick Cannon,Demetrius 'Chi-Raq' Dupree
1006427,Wesley Snipes,Sean 'Cyclops' Andrews
1006429,Juliette Binoche,Isabelle
1006429,Xavier Beauvois,Vincent
1006429,Philippe Katerine,Mathieu
1006431,Alexandra Daddario,Emma Corrigan
1006431,Tyler Hoechlin,Jack Harper
1006431,Kimiko Glenn,Gemma
1006432,Kevin Costner,Jim White
1006432,Ramiro Rodriguez,Danny Diaz
1006432,Maria Bello,Cheryl White
1006437,Nicholas Hoult,Silas
1006437,Kristen Stewart,Nia
1006437,Guy Pearce,Jonas
1006451,Elsie Fisher,Abby Rivers
1006451,Amiah Miller,Gretchen Lang
1006451,Rachel Ogechi Kanu,Margaret Chisolm
1006455,Mark Wahlberg,James Silva
1006455,Lauren Cohan,Alice Kerr
1006455,Iko Uwais,Li Noor
1006458,Gard Løkke,Christian Iversen
1006458,Katrine Lovise Øpstad Fredriksen,Sigrid
1006458,Amalie Willoch Njaastad,Aurora
1006464,Jennifer Aniston,Sandy
1006464,Julia Roberts,Miranda Collins
1006464,Kate Hudson,Jesse
1006474,Samuel L. Jackson,John Shaft
1006474,Jessie T. Usher,JJ Shaft
1006474,Regina Hall,Maya Babanikos
1006475,Alexandra Jiménez,Blanca
1006475,Paco León,Emilio
1006475,Rossy de Palma,Ana María
1006478,Linnea Leino,Emma
1006478,Aamu Milonoff,Mimmi
1006478,Eleonoora Kauhanen,Rönkkö
1006480,Elle Fanning,Violet Valenski
1006480,Zlatko Burić,Vladimir Brajkovic
1006480,Rebecca Hall,Jules
1006486,Bill Murray,Bill Murray
1006486,Paul Shaffer,Paul Schaffer
1006486,Michael Cera,Jackie the Talent Agent
1006490,Takuya Kimura,Manji
1006490,Hana Sugisaki,Machi / Rin Asano
1006490,Sota Fukushi,Anotsu Kagehisa
1006493,Kyle Gallner,Simon
1006493,Emily Skeggs,Patty
1006493,Pat Healy,Norman
1006499,George MacKay,Hugh Legat
1006499,Jannis Niewöhner,Paul von Hartman
1006499,Jeremy Irons,Neville Chamberlain
1006506,David Tennant,The Doctor
1006506,Catherine Tate,Donna Noble
1006506,Yasmin Finney,Rose Noble
1006507,Carla Diaz,Suzane von Richthofen
1006507,Leonardo Bittencourt,Daniel Cravinhos
1006507,Allan Souza Lima,Cristian Cravinhos
1006515,Jason O'Mara,Batman / Bruce Wayne (voice)
1006515,Yvonne Strahovski,Batwoman / Kathy Kane (voice)
1006515,Stuart Allan,Robin / Damian Wayne (voice)
1006538,Kaley Cuoco,Sheila
1006538,Pete Davidson,Gary
1006538,Deborah S. Craig,June
1006545,Tara Basro,Maya
1006545,Ario Bayu,Ki Saptadi
1006545,Marissa Anita,Dini
1006547,Mark Wahlberg,Evan McCauley
1006547,Chiwetel Ejiofor,Bathurst 2020
1006547,Sophie Cookson,Nora Brightman
1006551,Bridget Rose Perrotta,Margot Bentley
1006551,Destiny Leilani Brown,Rebecca Vickers
1006551,James Liddell,Chase Bentley
1006553,Cassandra Naud,CW
1006553,Emily Tennant,Madison
1006553,Rory J. Saper,Ryan
1006554,Miles Teller,Vinny Pazienza
1006554,Aaron Eckhart,Kevin Rooney
1006554,Katey Sagal,Louise Pazienza
1006558,Jun Shison,Hibiki (voice)
1006558,Riria,Uta (voice)
1006558,Alice Hirose,Makoto (voice)
1006564,Casey Likes,Richie Shepard
1006564,Emyri Crutchfield,Kelly Haines
1006564,Jeremy Davies,Dan Shepard
1006571,Tina Fey,Kim Barker
1006571,Margot Robbie,Tanya Vanderpoel
1006571,Billy Bob Thornton,General Hollanek
1006572,Sally Hawkins,Maud Lewis
1006572,Ethan Hawke,Everett Lewis
1006572,Gabrielle Rose,Aunt Ida
1006573,Cate Blanchett,Narrator (voice)
1006573,Jamal Cavil,Early Human
1006573,Maisha Diatta,Early Human
1006575,Jerry O'Connell,Clark Kent / Superman (voice)
1006575,Rebecca Romijn,Lois Lane (voice)
1006575,Rainn Wilson,Lex Luthor (voice)
1006583,Daniel Auteuil,Victor Drumond
1006583,Guillaume Canet,Antoine
1006583,Doria Tillier,Margot
1006584,Patricia Arquette,Dee Dee Blanchard
1006584,Joey King,Gypsy Rose Blanchard
1006584,AnnaSophia Robb,Lacey
1006586,Brian De Palma,Self
1006586,Mark Hamill,Self (archive footage) (uncredited)
1006586,Amy Irving,Self (archive footage) (uncredited)
1006588,Ariana DeBose,Dr. Kira Foster
1006588,Chris Messina,Gordon Barrett
1006588,John Gallagher Jr.,Christian Campbell
1006591,Idris Elba,Dr. Ben Bass
1006591,Kate Winslet,Alex Martin
1006591,Dermot Mulroney,Mark Robertson
1006592,Ben Mendelsohn,Ralph Anderson
1006592,Cynthia Erivo,Holly Gibney
1006592,Bill Camp,Howie Gold
1006602,Gina Rodriguez,Jill
1006602,Ariana Greenblatt,Matilda
1006602,Lucius Hoyos,Noah
1006610,Olivia Rodrigo,Self
1006610,Dan Nigro,Self
1006610,Jacob Collier,Self
1006620,Matilda Lutz,Julia
1006620,Alex Roe,Holt Anthony
1006620,Johnny Galecki,Gabriel Brown
1006622,Seohyun,Ji-woo
1006622,Lee Jun-young,Jung Ji-Hoo
1006622,Lee El,Hye-mi
1006634,Gil Carrillo,"Self - Homicide Bureau, LA County Sheriff"
1006634,Frank Salerno,"Self - Homicide Bureau, LA County Sheriff"
1006634,Pearl Carrillo,Self - Wife of Gil Carrillo
1006640,Toni Collette,Kristin
1006640,Monica Bellucci,Bianca
1006640,Sophia Nomvete,Jenny
1006642,Lil Rel Howery,Marcus
1006642,Yvonne Orji,Emily
1006642,John Cena,Ron
1006650,Anna Paquin,Jean Markham
1006650,Holliday Grainger,Lydia Weekes
1006650,Emun Elliott,Robert Weekes
1006651,Anna Kendrick,Alice
1006651,Wunmi Mosaku,Sophie
1006651,Kaniehtiio Horn,Tess
1006652,Mehmet Cerrahoglu,Baba / The Father
1006652,Görkem Kasal,Arda
1006652,Ergun Kuyucu,Remzi
1006656,Mahershala Ali,Cameron Turner
1006656,Naomie Harris,Poppy Turner
1006656,Awkwafina,Kate
1006661,Shah Rukh Khan,Pathaan
1006661,Deepika Padukone,Rubina Mohsin
1006661,John Abraham,Jim
1006668,Michael B. Jordan,Guy Montag
1006668,Michael Shannon,Captain Beatty
1006668,Sofia Boutella,Clarisse McClellan
1006671,Daiki Yamashita,Izuku Midoriya (voice)
1006671,Kenta Miyake,All Might (voice)
1006671,Mirai Shida,Melissa Shield (voice)
1006672,Peter Billingsley,Ralphie Parker
1006672,Erinn Hayes,Sandy Parker
1006672,Julie Hagerty,Mrs. Parker
1006677,Blanca Suárez,Elena
1006677,Mario Casas,Nacho
1006677,Carmen Machi,Trini
1006684,Sohum Shah,Vinayak Rao
1006684,Mohammad Samad,Pandurang / Grandmother
1006684,Harsh K.,Hastar
1006689,Jack Lowden,Siegfried Sassoon
1006689,Peter Capaldi,Siegfried Sassoon (Older)
1006689,Simon Russell Beale,Robbie Ross
1006702,Emma Roberts,Uma
1006702,Eiza González,Amarna
1006702,Milla Jovovich,The Duchess
1006706,Elle Fanning,Félicie Milliner (voice)
1006706,Dane DeHaan,Victor (voice)
1006706,Carly Rae Jepsen,Odette (voice)
1006715,Ilana Glazer,"Lucia ""Lucy"" Martin"
1006715,Justin Theroux,Adrian Martin
1006715,Pierce Brosnan,Dr. John Hindle
1006716,Héctor Ostrovsky,Alfredo
1006716,Nadia Lozano,María
1006716,Casper Uncal,Abel
1006721,Madonna,Self
1006721,Bob the Drag Queen,Self
1006721,Anitta,Self
1006722,Anna Kendrick,Eloise McGarry
1006722,Craig Robinson,Jerry Kepp
1006722,June Squibb,Jo Flanagan
1006727,Jeremy Ray Taylor,Sonny Quinn
1006727,Madison Iseman,Sarah Quinn
1006727,Caleel Harris,Sam
1006729,Robbie Amell,Connor Reed
1006729,Stephen Amell,Garrett
1006729,Kari Matchett,Mary Reed
1006730,Louis Ashbourne Serkis,"Alexander ""Alex"" Elliot"
1006730,Dean Chaumoo,Bedders
1006730,Tom Taylor,Lance
1006745,Diana Silvers,Kate Sanders
1006745,Kristine Froseth,Marine Durand
1006745,Eva Lomby,Gia
1006755,Ethan Hawke,Bruce Kenner
1006755,Emma Watson,Angela Gray
1006755,David Thewlis,Professor Kenneth Raines
1006771,Ashley Tisdale,Candace Flynn (voice)
1006771,Vincent Martella,Phineas Flynn (voice)
1006771,David Errigo Jr.,Ferb Fletcher (voice)
1006775,Pierre Niney,Matthieu Vasseur
1006775,Lou de Laâge,Noémie Vasseur
1006775,André Dussollier,Philippe Rénier
1006791,Greta Gerwig,Maggie Hardin
1006791,Ethan Hawke,John Harding
1006791,Julianne Moore,Georgette Nørgaard
1006794,Ana Cristina Ordóñez,Ana (niña)
1006794,Marya Membreño,Ana (adolescente)
1006794,Blanca Itzel Pérez,María (niña)
1006817,Mark Duplass,Frank Walton
1006817,Olivia Wilde,Zoe McConnell
1006817,Donald Glover,Niko
1006823,Alaqua Cox,Maya Lopez / Echo
1006823,Chaske Spencer,Henry 'Black Crow' Lopez
1006823,Tantoo Cardinal,Chula Battiest
1006830,Nina Simone,Herself
1006830,Lisa Simone,Herself
1006830,Dick Gregory,Himself
1006838,Gael García Bernal,"Saúl ""Cassandro"""
1006838,Roberta Colindrez,Sabrina
1006838,Perla de la Rosa,Yocasta
1006840,Hyun Bin,Lee Jung-hyeok
1006840,Son Ye-jin,Yoon Se-ri
1006840,Seo Ji-hye,Seo Dan
1006841,Kate Beckinsale,Selene
1006841,Theo James,David
1006841,Tobias Menzies,Marius
1006842,Seu Jorge,Carlos Marighella
1006842,Bruno Gagliasso,Lúcio
1006842,Luiz Carlos Vasconcelos,Branco
1006847,Jaden Michael,Miguel Martinez
1006847,Gerald Jones,Bobby Carter
1006847,Gregory Diaz IV,Luis Acosta
1006850,Neil Patrick Harris,Adult Jake Doyle / Narrator
1006850,Winslow Fegley,Jake Doyle
1006850,Steve Zahn,John Doyle
1006872,Marin Ireland,Dr. Rose Casper
1006872,Judy Reyes,Celie Morales
1006872,A.J. Lister,Lila Morales
1006883,Jennifer Garner,Riley North
1006883,John Gallagher Jr.,Detective Stan Carmichael
1006883,John Ortiz,Detective Moises Beltran
1006891,Zoe Kazan,Kathy
1006891,Ella Ballentine,Lizzy
1006891,Aaron Douglas,Jesse
1006893,David Tennant,The Doctor (14)
1006893,Catherine Tate,Donna Noble
1006893,Neil Patrick Harris,The Toymaker
1006902,Kim Soo-hyun,Moon Gang-tae
1006902,Seo Yea-ji,Ko Moon-young
1006902,Park Gyu-young,Nam Joo-ri
1006903,David Tennant,The Doctor
1006903,Catherine Tate,Donna Noble
1006903,Bernard Cribbins,Wilfred Mott
1006909,Jung Yu-mi,Soo-jin
1006909,Lee Sun-kyun,Hyun-su
1006909,Kim Kuk-hee,Min-jung
1006910,David Corenswet,Jack Castello
1006910,Darren Criss,Raymond Ainsley
1006910,Laura Harrier,Camille Washington
1006916,Benedict Cumberbatch,Thomas Edison
1006916,Michael Shannon,George Westinghouse
1006916,Nicholas Hoult,Nikola Tesla
1006918,John-Paul Howard,Ben
1006918,Piper Curda,Mallory
1006918,Jamison Jones,Liam
1006921,Jason Statham,Arthur Bishop
1006921,Jessica Alba,Gina
1006921,Tommy Lee Jones,Max Adams
1006926,Elina Löwensohn,Luce
1006926,Stéphane Ferrara,Rhino
1006926,Bernie Bonvoisin,The Brute
1006928,Shay Mitchell,Megan Reed
1006928,Grey Damon,Andrew Kurtz
1006928,Stana Katic,Lisa Roberts / Nurse
1006930,Eric Bana,Aaron Falk
1006930,Genevieve O'Reilly,Gretchen Schoner
1006930,Keir O'Donnell,Greg Raco
1006942,Eddie Redmayne,James Glaisher
1006942,Felicity Jones,Amelia Wren
1006942,Tom Courtenay,Arthur Glaisher
1006954,Mark Ruffalo,Dominick Birdsey / Thomas Birdsey
1006954,Melissa Leo,Concettina Ipolita Tempesta 'Ma' Birdsey
1006954,Rosie O'Donnell,Lisa Sheffer
1006959,Joey King,Clare Shannon
1006959,Ryan Phillippe,Jonathan Shannon
1006959,Ki Hong Lee,Ryan Hui
1006965,Ryan Reynolds,Young Damian
1006965,Ben Kingsley,Damian
1006965,Natalie Martinez,Madeline
1006967,Mark Wahlberg,Michael Light
1006967,Nathalie Emmanuel,Olivia
1006967,Simu Liu,Leo
1006973,Ed Asner,Carl (voice)
1006973,Bob Peterson,Dug / Alpha (voice)
1006991,Orlando Bloom,JuJu Pepe
1006991,Andy Samberg,Marty Hass
1006991,John Cena,Gustav Ditters
1007000,Darby Camp,Emily Elizabeth
1007000,Jack Whitehall,Casey
1007000,Izaac Wang,Owen Yu
1007004,Royalty Hightower,Toni
1007004,Alexis Neblett,Beezy
1007004,Makyla Burnam,Legs
1007017,Radha Blank,Radha
1007017,Peter Y. Kim,Archie
1007017,Oswin Benjamin,D
1007021,Carla Diaz,Suzane von Richthofen
1007021,Leonardo Bittencourt,Daniel Cravinhos
1007021,Allan Souza Lima,Cristian Cravinhos
1007032,Bruce Greenwood,Bruce Wayne / Batman (voice)
1007032,Jennifer Carpenter,Selina Kyle (voice)
1007032,Anthony Stewart Head,Alfred (voice)
1007042,Dieter Laser,"William ""Bill"" Boss"
1007042,Bree Olson,Daisy
1007042,Eric Roberts,Governor Hughes
1007043,Diego Maradona,Self (voice)
1007043,Pelé,Self (archive footage)
1007043,Dalma Maradona,"Self, Maradona daughter (archive footage)"
1007045,Jim Cummings,Jordan Hines
1007045,Virginia Newcomb,Caroline
1007045,PJ McCabe,PJ Pruitt
1007053,Brady Noon,Greg Heffley (voice)
1007053,Ethan William Childress,Rowley Jefferson (voice)
1007053,Hunter Dillon,Rodrick Heffley (voice)
1007055,Brad Pitt,Gen. Glen McMahon
1007055,Anthony Michael Hall,Greg Pulver
1007055,Emory Cohen,Willy Dunne
1007062,Edward Rowe,Martin Ward
1007062,Mary Woodvine,Sandra Leigh
1007062,Giles King,Steven Ward
1007067,Takuya Eguchi,Loid Forger (voice)
1007067,Atsumi Tanezaki,Anya Forger (voice)
1007067,Saori Hayami,Yor Forger (voice)
1007082,Nia Vardalos,Toula Portokalos-Miller
1007082,John Corbett,Ian Miller
1007082,Elena Kampouris,Paris Miller
1007084,Ilana Glazer,Eden
1007084,Michelle Buteau,Dawn
1007084,John Carroll Lynch,Dr. Morris
1007096,Tara Basro,Rini Suwono
1007096,Endy Arfian,Toni
1007096,Nasar Anuz,Bondi
1007104,Hidetoshi Nishijima,Takakura Koichi
1007104,Yûko Takeuchi,Takakura Yasuko
1007104,Teruyuki Kagawa,Masayuki
1007119,Adam Scott,Gary
1007119,Evangeline Lilly,Samantha
1007119,Owen Atlas,Lucas
1007128,John David Washington,Beckett
1007128,Vicky Krieps,Lena
1007128,Panos Koronis,Xenakis
1007130,John Travolta,Moose
1007130,Devon Sawa,Hunter Dunbar
1007130,Ana Golja,Leah
1007132,Bert Kreischer,Bert Kreischer
1007132,Mark Hamill,Albert Kreischer
1007132,Jimmy Tatro,Bert Kreischer (young)
1007138,Lee Byung-hun,Kim Yeong-tak
1007138,Park Seo-jun,Kim Min-seong
1007138,Park Bo-young,Joo Myeong-hwa
1007147,Violett Beane,Claire Wilson James
1007147,Chris Doubek,Allen Crum
1007147,Blair Jackson,Houston McCoy
1007156,Michael Cera,Eric
1007156,Hannah Gross,Rachel
1007156,Sophia Lillis,Maggie
1007164,Ed Harris,Benjamin Ryder
1007164,Jason Sudeikis,Matt Ryder
1007164,Elizabeth Olsen,Zooey Kern
1007167,Oscar Isaac,Gomez Addams (voice)
1007167,Charlize Theron,Morticia Addams (voice)
1007167,Chloë Grace Moretz,Wednesday Addams (voice)
1007168,Christopher Abbott,Reed
1007168,Mia Wasikowska,Jackie
1007168,Laia Costa,Mona
1007170,Benjamin Walker,Travis Parker
1007170,Teresa Palmer,Gabby Holland
1007170,Maggie Grace,Stephanie Parker
1007172,Keegan-Michael Key,Jack
1007172,Gillian Jacobs,Samantha
1007172,Chris Gethard,Bill
1007179,Brenda Song,Jennifer Williams
1007179,Mike Vogel,Russell Williams
1007179,Dennis Haysbert,Detective Frank Page
1007187,Pili Groyne,Ea
1007187,Benoît Poelvoorde,God
